agency,city,state,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,year
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3515933.0,752.0,CC,DO,24.0,5.01,0.15,940.6,34.44,26.47,10801075.0,74193395.0,2154157.0,78879.0,2802765.0,169217.0,2022
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3515933.0,752.0,TB,DO,158.0,0.5,0.08,270.83,6.2,4.18,14703797.0,182086368.0,29389681.0,672334.0,43551338.0,4062341.0,2022
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3515933.0,752.0,SR,DO,12.0,0.5,0.04,655.27,11.49,7.99,1306337.0,30010137.0,2611080.0,45798.0,3755042.0,224975.0,2022
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3515933.0,752.0,LR,DO,115.0,0.5,0.03,392.95,14.43,6.75,7000608.0,201968211.0,13992686.0,513981.0,29918002.0,4295819.0,2022
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,12237376.0,739.0,DR,TX,86.0,3.24,0.08,106.63,41.8,3.92,742284.0,9578694.0,229145.0,89833.0,2446304.0,2036913.0,2022
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,12237376.0,739.0,MB,DO,214.0,0.86,0.11,177.11,7.98,1.94,16704734.0,154520772.0,19351262.0,872456.0,79514578.0,9886451.0,2022
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,12237376.0,739.0,DR,PT,175.0,5.31,0.06,149.84,91.35,8.52,3220189.0,55423110.0,606679.0,369870.0,6504103.0,5659286.0,2022
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,12237376.0,739.0,MB,PT,151.0,0.68,0.07,146.1,10.09,2.08,5009355.0,73960580.0,7329314.0,506250.0,35585334.0,6108497.0,2022
Orange County Transportation Authority,Orange,CA,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,12237376.0,739.0,VP,PT,113.0,6.89,0.92,30.24,7.48,0.2,1634773.0,1772673.0,237107.0,58614.0,8694715.0,2126233.0,2022
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,3070300.0,728.0,CB,PT,9.0,2.69,0.13,229.97,20.77,0.9,212806.0,1643114.0,79098.0,7145.0,1826720.0,202532.0,2022
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,3070300.0,728.0,DR,PT,51.0,4.35,0.06,104.04,69.95,5.47,735450.0,11830592.0,169124.0,113710.0,2164448.0,2085026.0,2022
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,3070300.0,728.0,DR,TX,45.0,4.65,0.14,102.88,34.43,2.58,111856.0,827756.0,24042.0,8046.0,321266.0,283487.0,2022
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,3070300.0,728.0,MB,PT,289.0,1.01,0.17,81.0,6.02,1.6,14679394.0,87341863.0,14507531.0,1078277.0,54597223.0,11103840.0,2022
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,3070300.0,728.0,MB,DO,220.0,1.13,0.15,126.43,7.78,1.76,14818612.0,101962826.0,13097957.0,806483.0,57895463.0,9426104.0,2022
San Diego Metropolitan Transit System,San Diego,CA,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,3070300.0,728.0,LR,DO,114.0,0.86,0.25,160.73,3.45,0.49,25518764.0,102639042.0,29739499.0,638562.0,210464585.0,11626878.0,2022
Access Services,El Monte,CA,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,12237376.0,719.0,DR,PT,506.0,2.28,0.04,92.79,56.68,4.61,4623975.0,114417684.0,2027867.0,1238665.0,24949666.0,20658050.0,2022
Access Services,El Monte,CA,90157,Independent Public Agency or Authority of Transit Service,Full Reporter,12237376.0,719.0,DR,TX,213.0,2.42,0.04,149.47,55.96,4.07,2173958.0,50341195.0,899617.0,336797.0,12382792.0,7419119.0,2022
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,853252.0,683.0,DR,TX,77.0,1.43,0.09,53.85,15.88,2.19,95252.0,1059472.0,66704.0,19673.0,484728.0,411072.0,2022
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,853252.0,683.0,VP,PT,57.0,3.55,0.54,41.43,6.53,0.24,179818.0,330318.0,50584.0,7972.0,1396834.0,239601.0,2022
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,853252.0,683.0,MB,PT,355.0,0.92,0.14,163.75,6.37,1.36,31888794.0,221424599.0,34753527.0,1352239.0,162729639.0,17183540.0,2022
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,853252.0,683.0,DR,PT,194.0,1.52,0.02,134.46,65.83,6.78,1349229.0,58505509.0,888713.0,435112.0,8629122.0,6440433.0,2022
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,3976313.0,661.0,DR,PT,61.0,3.35,0.06,91.32,59.18,4.62,679639.0,12004833.0,202857.0,131454.0,2598977.0,2328420.0,2022
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,3976313.0,661.0,MB,PT,270.0,0.51,0.03,110.69,16.82,3.81,3277514.0,107234973.0,6375964.0,968808.0,28118001.0,12114801.0,2022
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,3976313.0,661.0,VP,PT,171.0,5.18,0.72,43.51,7.14,0.15,2154880.0,2974167.0,416353.0,68349.0,19305826.0,3556435.0,2022
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Independent Public Agency or Authority of Transit Service,Full Reporter,3976313.0,661.0,DR,TX,159.0,3.56,0.06,145.91,62.79,3.41,412631.0,7288530.0,116069.0,49951.0,2137589.0,1852314.0,2022
Metropolitan Council,Minneapolis,MN,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2914866.0,656.0,MB,PT,58.0,0.37,0.02,86.05,15.2,3.62,451202.0,18656390.0,1227329.0,216797.0,5152271.0,2833802.0,2022
Metropolitan Council,Minneapolis,MN,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2914866.0,656.0,DR,PT,549.0,3.48,0.08,71.3,45.71,4.31,7191901.0,94604884.0,2069540.0,1326846.0,21954680.0,24165657.0,2022
Metropolitan Council,Minneapolis,MN,50154,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2914866.0,656.0,VP,PT,49.0,5.47,0.56,40.6,9.68,0.27,443396.0,784761.0,81073.0,19328.0,2926546.0,863906.0,2022
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1809888.0,629.0,MB,PT,285.0,0.66,0.06,157.42,10.45,2.4,12354156.0,196598880.0,18810537.0,1248859.0,81813021.0,13955659.0,2022
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1809888.0,629.0,DR,PT,177.0,0.98,0.01,127.57,67.93,10.31,733970.0,51089019.0,752118.0,400487.0,4956545.0,5096957.0,2022
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1809888.0,629.0,VP,PT,143.0,4.37,0.68,35.0,6.45,0.14,1226765.0,1813619.0,281009.0,51824.0,12859050.0,2791038.0,2022
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1809888.0,629.0,CB,PT,12.0,2.37,0.11,251.45,22.22,1.26,234812.0,2201227.0,99059.0,8754.0,1748763.0,202557.0,2022
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,1809888.0,629.0,YR,PT,12.0,2.34,0.03,1099.78,67.18,4.97,1109896.0,31867229.0,474354.0,28976.0,6415639.0,673363.0,2022
San Francisco Bay Area Rapid Transit District,Oakland,CA,90003,Independent Public Agency or Authority of Transit Service,Full Reporter,3515933.0,580.0,HR,DO,566.0,3.54,0.2,271.71,17.93,1.28,130240843.0,659542867.0,36774619.0,2427363.0,514304342.0,77158833.0,2022
San Francisco Bay Area Rapid Transit District,Oakland,CA,90003,Independent Public Agency or Authority of Transit Service,Full Reporter,3515933.0,580.0,MG,PT,2.0,5.62,0.27,404.57,21.2,6.67,2123705.0,8005186.0,377608.0,19787.0,1200793.0,262125.0,2022
San Francisco Bay Area Rapid Transit District,Oakland,CA,90003,Independent Public Agency or Authority of Transit Service,Full Reporter,3515933.0,580.0,YR,DO,12.0,2.88,0.17,462.09,16.76,2.28,3084746.0,17965407.0,1071845.0,38879.0,7874327.0,1133956.0,2022
Regional Transportation Commission of Southern Nevada,Las Vegas,NV,90045,Independent Public Agency or Authority of Transit Service,Full Reporter,2196623.0,577.0,DR,PT,289.0,2.3,0.04,98.07,51.78,4.87,2880939.0,64741318.0,1250397.0,660135.0,13290743.0,9885283.0,2022
Regional Transportation Commission of Southern Nevada,Las Vegas,NV,90045,Independent Public Agency or Authority of Transit Service,Full Reporter,2196623.0,577.0,MB,PT,288.0,1.14,0.25,127.08,4.51,1.21,46531535.0,184682443.0,40953167.0,1453262.0,153164845.0,17881034.0,2022
Central Florida Regional Transportation Authority,Orlando,FL,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,1853896.0,550.0,RB,DO,8.0,0.0,0.0,114.13,8.99,9.44,0.0,3451659.0,383968.0,30244.0,365755.0,177573.0,2022
Central Florida Regional Transportation Authority,Orlando,FL,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,1853896.0,550.0,MB,DO,240.0,1.04,0.15,102.51,7.11,1.38,16090795.0,109739333.0,15437201.0,1070542.0,79299992.0,14694662.0,2022
Central Florida Regional Transportation Authority,Orlando,FL,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,1853896.0,550.0,DR,PT,161.0,3.65,0.07,67.29,53.07,4.56,2045550.0,29743495.0,560468.0,442012.0,6527297.0,7393362.0,2022
Central Florida Regional Transportation Authority,Orlando,FL,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,1853896.0,550.0,MB,PT,13.0,0.69,0.02,56.85,30.41,6.73,62526.0,2771090.0,91136.0,48748.0,411520.0,409729.0,2022
Central Florida Regional Transportation Authority,Orlando,FL,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,1853896.0,550.0,VP,PT,128.0,3.01,0.37,41.94,8.13,0.32,777428.0,2101071.0,258459.0,50101.0,6661474.0,1767746.0,2022
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3515933.0,546.0,MB,DO,359.0,1.27,0.08,258.0,15.61,4.47,31834241.0,391936880.0,25111856.0,1519139.0,87625977.0,15721061.0,2022
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3515933.0,546.0,CB,DO,24.0,4.46,0.16,269.03,28.66,2.41,1205681.0,7746809.0,270332.0,28795.0,3208971.0,394623.0,2022
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3515933.0,546.0,RB,DO,16.0,0.44,0.08,246.83,5.29,1.92,1553579.0,18646194.0,3526675.0,75544.0,9727136.0,656175.0,2022
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3515933.0,546.0,MB,PT,15.0,1.97,0.08,133.7,25.59,2.04,240496.0,3120041.0,121926.0,23337.0,1528332.0,401668.0,2022
Alameda-Contra Costa Transit District,Oakland,CA,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3515933.0,546.0,DR,PT,132.0,3.75,0.03,149.07,115.06,12.82,1187725.0,36448604.0,316792.0,244506.0,2842957.0,3282440.0,2022
Delaware Transit Corporation,Dover,DE,30075,Independent Public Agency or Authority of Transit Service,Full Reporter,5696125.0,528.0,MB,PT,54.0,1.05,0.04,116.35,23.88,2.76,504891.0,11448300.0,479429.0,98397.0,4147258.0,1633102.0,2022
Delaware Transit Corporation,Dover,DE,30075,Independent Public Agency or Authority of Transit Service,Full Reporter,5696125.0,528.0,DR,DO,257.0,4.91,0.07,129.05,68.86,5.6,3211453.0,45008263.0,653578.0,348760.0,8041541.0,6353604.0,2022
Delaware Transit Corporation,Dover,DE,30075,Independent Public Agency or Authority of Transit Service,Full Reporter,5696125.0,528.0,DR,PT,23.0,2.19,0.03,133.99,66.04,5.12,94728.0,2853398.0,43210.0,21296.0,557658.0,375367.0,2022
Delaware Transit Corporation,Dover,DE,30075,Independent Public Agency or Authority of Transit Service,Full Reporter,5696125.0,528.0,MB,DO,194.0,1.15,0.09,145.9,13.18,2.38,5668128.0,65250216.0,4948888.0,447215.0,27397837.0,7290523.0,2022
"Broward County Board of County Commissioners, dba: Broward County Transit Division",Fort Lauderdale,FL,40029,"City, County or Local Government Unit or Department of Transportation",Full Reporter,6077522.0,509.0,MB,PT,7.0,0.39,0.06,49.48,6.42,1.32,50289.0,818066.0,127368.0,16534.0,620417.0,236296.0,2022
"Broward County Board of County Commissioners, dba: Broward County Transit Division",Fort Lauderdale,FL,40029,"City, County or Local Government Unit or Department of Transportation",Full Reporter,6077522.0,509.0,MB,DO,278.0,1.12,0.15,135.89,7.52,1.59,22338959.0,149483718.0,19876480.0,1100009.0,94247456.0,13932065.0,2022
"Broward County Board of County Commissioners, dba: Broward County Transit Division",Fort Lauderdale,FL,40029,"City, County or Local Government Unit or Department of Transportation",Full Reporter,6077522.0,509.0,DR,PT,224.0,0.76,0.02,73.09,50.06,5.56,590795.0,38741284.0,773861.0,530061.0,6961733.0,8865231.0,2022
Metro Transit,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2914866.0,507.0,LR,DO,57.0,0.88,0.13,274.76,6.81,1.72,10938583.0,84255542.0,12366632.0,306648.0,49125162.0,3840924.0,2022
Metro Transit,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2914866.0,507.0,MB,DO,440.0,1.32,0.11,198.63,12.0,2.85,34699572.0,316328030.0,26350933.0,1592520.0,111153854.0,18842935.0,2022
"City of Phoenix Public Transit Department , dba: Valley Metro",Phoenix,AZ,90032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3976313.0,507.0,MB,PT,388.0,0.59,0.06,119.51,9.62,2.99,11662645.0,189599100.0,19717393.0,1586422.0,63320770.0,19882203.0,2022
"City of Phoenix Public Transit Department , dba: Valley Metro",Phoenix,AZ,90032,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3976313.0,507.0,DR,PT,119.0,1.77,0.02,84.42,70.64,8.43,502968.0,20087506.0,284359.0,237934.0,2383246.0,3078661.0,2022
Metro Transit,Minneapolis,MN,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2914866.0,507.0,CR,PT,10.0,3.35,0.02,3577.05,150.74,6.1,258109.0,11618246.0,77076.0,3248.0,1903973.0,157327.0,2022
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1837446.0,496.0,MB,DO,333.0,1.2,0.06,236.09,18.65,3.62,18080143.0,282008665.0,15121268.0,1194509.0,77955015.0,14058542.0,2022
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1837446.0,496.0,LR,DO,30.0,1.22,0.02,992.0,50.67,9.34,2804855.0,116619835.0,2301457.0,117560.0,12485050.0,1584635.0,2022
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1837446.0,496.0,DR,PT,121.0,3.77,0.04,120.02,85.7,8.5,1036071.0,23564275.0,274955.0,196342.0,2773895.0,3026133.0,2022
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1837446.0,496.0,MB,PT,12.0,1.29,0.03,124.19,37.49,8.71,77075.0,2245301.0,59895.0,18080.0,257922.0,168465.0,2022
Montachusett Regional Transit Authority,Fitchburg,MA,10061,Independent Public Agency or Authority of Transit Service,Full Reporter,111790.0,493.0,DR,PT,94.0,9.19,0.21,100.92,44.42,4.63,2085648.0,10085039.0,227029.0,99935.0,2179314.0,1566857.0,2022
Montachusett Regional Transit Authority,Fitchburg,MA,10061,Independent Public Agency or Authority of Transit Service,Full Reporter,111790.0,493.0,DR,TX,373.0,0.23,0.01,92.68,27.73,2.19,54375.0,6486552.0,233948.0,69985.0,2957611.0,2917726.0,2022
Montachusett Regional Transit Authority,Fitchburg,MA,10061,Independent Public Agency or Authority of Transit Service,Full Reporter,111790.0,493.0,MB,PT,26.0,1.76,0.08,132.24,23.14,5.51,523217.0,6889473.0,297794.0,52100.0,1250735.0,821694.0,2022
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,481.0,CB,PT,49.0,8.88,0.38,348.15,23.59,1.29,4151863.0,11025641.0,467341.0,31669.0,8550050.0,819464.0,2022
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,481.0,CB,DO,46.0,3.68,0.08,434.11,48.19,3.03,951641.0,12466733.0,258721.0,28718.0,4108975.0,643098.0,2022
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,481.0,DR,PT,32.0,2.38,0.03,139.83,75.92,6.48,249349.0,7951333.0,104736.0,56864.0,1227037.0,1027867.0,2022
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,481.0,VP,DO,242.0,5.0,0.37,64.21,13.49,0.55,1405039.0,3793365.0,281228.0,59077.0,6841316.0,1999653.0,2022
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,481.0,MB,DO,112.0,0.95,0.04,250.12,22.26,3.9,4458591.0,104040800.0,4673114.0,415959.0,26671544.0,6115987.0,2022
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,2156323.0,465.0,LR,DO,42.0,1.26,0.09,377.86,14.25,2.01,8165312.0,92287572.0,6477715.0,244240.0,45922971.0,5642881.0,2022
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,2156323.0,465.0,MB,DO,321.0,0.97,0.07,152.59,12.96,2.53,11332252.0,151420526.0,11679767.0,992330.0,59818992.0,13742899.0,2022
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,2156323.0,465.0,DR,DO,102.0,1.73,0.03,104.96,62.77,5.32,608896.0,22051500.0,351288.0,210090.0,4148846.0,3695989.0,2022
Metropolitan Transportation Commission,San Francisco,CA,90094,"MPO, COG or Other Planning Agency",Full Reporter,3515933.0,442.0,VP,PT,442.0,7.66,1.18,25.69,6.47,0.11,6504406.0,5491767.0,848736.0,213803.0,50928134.0,10312776.0,2022
Regional Transportation Commission of Washoe County,Reno,NV,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,446529.0,421.0,MB,PT,55.0,0.58,0.08,138.38,6.95,1.88,2093866.0,24911882.0,3584000.0,180030.0,13222249.0,1934646.0,2022
Regional Transportation Commission of Washoe County,Reno,NV,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,446529.0,421.0,DR,PT,34.0,1.92,0.03,116.28,57.6,7.84,277279.0,8321445.0,144474.0,71565.0,1060764.0,1090973.0,2022
Regional Transportation Commission of Washoe County,Reno,NV,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,446529.0,421.0,VP,PT,329.0,5.5,1.24,27.17,4.44,0.13,3561776.0,2876745.0,647722.0,105862.0,22177543.0,4498922.0,2022
Regional Transportation Commission of Washoe County,Reno,NV,90001,Independent Public Agency or Authority of Transit Service,Full Reporter,446529.0,421.0,CB,PT,3.0,2.7,0.07,156.03,36.24,1.41,35136.0,471368.0,13006.0,3021.0,333884.0,88852.0,2022
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,5732354.0,392.0,MB,PT,6.0,0.0,0.0,107.76,24.06,7.02,0.0,1232215.0,51211.0,11435.0,175500.0,218830.0,2022
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,5732354.0,392.0,DR,PT,49.0,3.06,0.05,102.37,63.47,6.76,476986.0,9889791.0,155830.0,96610.0,1463028.0,1379734.0,2022
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,5732354.0,392.0,DR,DO,32.0,3.06,0.04,124.53,75.27,6.78,294380.0,7238848.0,96173.0,58129.0,1068156.0,906443.0,2022
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,5732354.0,392.0,CR,PT,20.0,2.67,0.04,256.64,61.37,4.0,1414017.0,28825201.0,530482.0,126853.0,8134341.0,2472095.0,2022
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,5732354.0,392.0,VP,PT,165.0,5.71,1.24,27.53,4.62,0.13,1410877.0,1141477.0,247111.0,41462.0,8563617.0,1980689.0,2022
"Fort Worth Transportation Authority, dba: Trinity Metro",Fort Worth,TX,60007,Independent Public Agency or Authority of Transit Service,Full Reporter,5732354.0,392.0,MB,DO,120.0,1.07,0.07,128.48,14.71,4.21,3766132.0,51812466.0,3522933.0,403286.0,12319697.0,5491227.0,2022
"San Diego Association of Governments, dba: SANDAG",San Diego,CA,90095,"MPO, COG or Other Planning Agency",Full Reporter,3070300.0,391.0,VP,PT,391.0,6.95,1.14,24.88,6.07,0.12,6021472.0,5264624.0,866733.0,211633.0,44142785.0,9068287.0,2022
Pierce County Transportation Benefit Area Authority,Lakewood,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,382.0,MB,DO,91.0,0.88,0.06,192.14,14.56,3.43,4356831.0,72057557.0,4950296.0,375022.0,20994349.0,4227441.0,2022
Pierce County Transportation Benefit Area Authority,Lakewood,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,382.0,DR,PT,60.0,1.19,0.02,123.07,72.1,9.36,210454.0,12785260.0,177331.0,103888.0,1366194.0,1438251.0,2022
Pierce County Transportation Benefit Area Authority,Lakewood,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,382.0,VP,DO,214.0,4.01,0.36,50.23,11.28,0.39,1535720.0,4318946.0,382751.0,85983.0,11193468.0,3028154.0,2022
Pierce County Transportation Benefit Area Authority,Lakewood,WA,3,Independent Public Agency or Authority of Transit Service,Full Reporter,3544011.0,382.0,DR,DO,17.0,1.41,0.01,194.14,103.49,14.08,53359.0,3909778.0,37778.0,20139.0,277604.0,279427.0,2022
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,5174759.0,380.0,CB,PT,80.0,5.67,0.16,332.97,35.54,1.43,3491805.0,21889293.0,615859.0,65739.0,15341048.0,2012388.0,2022
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,5174759.0,380.0,MB,PT,32.0,0.0,0.0,218.7,29.27,3.15,2596.0,17609381.0,601604.0,80517.0,5594028.0,1272683.0,2022
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,5174759.0,380.0,VP,PT,267.0,8.86,1.08,31.59,8.23,0.17,4664255.0,4333807.0,526341.0,137180.0,25207290.0,5365890.0,2022
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Independent Public Agency or Authority of Transit Service,Full Reporter,5174759.0,380.0,DR,PT,1.0,0.0,0.0,461.81,134.94,49.23,0.0,380529.0,2820.0,824.0,7730.0,7677.0,2022
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1712178.0,375.0,LR,DO,8.0,1.73,0.11,279.86,15.06,2.87,1177360.0,10264526.0,681390.0,36678.0,3576933.0,546654.0,2022
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1712178.0,375.0,RB,DO,7.0,0.75,0.29,82.97,2.56,0.98,1152352.0,3938564.0,1538423.0,47472.0,4027505.0,417259.0,2022
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1712178.0,375.0,DR,PT,63.0,1.17,0.02,95.74,67.3,7.62,272375.0,15650439.0,232558.0,163475.0,2054950.0,2005538.0,2022
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1712178.0,375.0,DR,DO,55.0,5.79,0.06,183.85,94.69,11.09,1526084.0,24967269.0,263663.0,135803.0,2251945.0,1873874.0,2022
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1712178.0,375.0,HR,DO,24.0,1.23,0.1,292.69,12.83,1.69,3448306.0,36027059.0,2808149.0,123088.0,21343111.0,2310279.0,2022
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1712178.0,375.0,MB,DO,218.0,1.6,0.15,138.14,10.98,2.59,21623945.0,148850854.0,13557430.0,1077512.0,57554645.0,13125384.0,2022
"Milwaukee County, dba: Milwaukee County Transit System",Milwaukee,WI,50008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1306795.0,373.0,DR,PT,71.0,3.98,0.09,95.2,46.65,7.02,1319914.0,15453883.0,331263.0,162333.0,2200714.0,2157695.0,2022
