agency,city,state,legacy_ntd_id,ntd_id,organization_type,reporter_type,primary_uza__population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per__hour,passengers_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,any_data_questionable?,year,uace_code,uza_name,primary_uza_population,cost_per_hour
City of Roswell,Roswell,NM,6R03-008,6R03-60167,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,9.0,DR,DO,2.0,0.94,0.04,42.26,2.0,21.13,0.0,3456.0,77892.0,3686.0,1843.0,0.0,39088.0,No,2021,,,,
Lewiston-Auburn Transit Committee,Auburn,ME,1015,10015,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,59397.0,9.0,DR,PT,2.0,2.99,0.08,76.77,2.1,36.7,0.0,16446.0,201751.0,5498.0,2628.0,0.0,21156.0,No,2021,,,,
"City of Ocala, Florida, dba: SunTran",Ocala,FL,4120,40120,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,156909.0,9.0,DR,PT,2.0,2.0,0.09,37.16,1.7,21.98,0.0,28132.0,309231.0,14066.0,8322.0,0.0,102738.0,No,2021,,,,
"San Miguel Authority for Regional Transportation, dba: SMART",,CO,,8R01-88294,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,9.0,VP,DO,2.0,3.58,0.86,11.08,2.6,4.18,0.0,9996.0,11679.0,2792.0,1054.0,0.0,44225.0,No,2021,,,,
"City of Beloit, dba: Beloit Transit System",Beloit,WI,5109,50109,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,63835.0,9.0,DR,PT,2.0,8.99,0.62,67.9,4.7,14.56,0.0,23054.0,37346.0,2565.0,550.0,0.0,8275.0,No,2021,,,,
City of Rock Hill,Rock Hill,SC,,40270,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,104996.0,9.0,DR,DO,2.0,0.0,0.0,90.91,1.2,74.29,0.0,0.0,193456.0,2604.0,2128.0,0.0,10659.0,No,2021,,,,
SNTC-Mesquite,Laughlin,NV,9R04-037,9R04-91107,Private-Non-Profit Corporation,Rural Reporter,0.0,9.0,DR,DO,2.0,1.23,0.05,69.33,3.1,22.61,0.0,7196.0,132624.0,5866.0,1913.0,0.0,23760.0,No,2021,,,,
SNTC-Mesquite,Laughlin,NV,9R04-037,9R04-91107,Private-Non-Profit Corporation,Rural Reporter,0.0,9.0,CB,DO,1.0,5.54,0.01,388.76,0.9,418.92,0.0,1285.0,97190.0,232.0,250.0,0.0,6407.0,No,2021,,,,
City of Fort Lauderdale,Fort Lauderdale,FL,,44929,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379.0,9.0,FB,PT,1.0,0.0,0.0,72.11,11.9,6.05,20.86,0.0,173432.0,28665.0,2405.0,8313.0,7258.0,No,2021,,,,
Municipality of San Sebastian,San Sebastian,PR,4183,40183,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,306196.0,9.0,MB,DO,1.0,0.0,0.0,30.64,1.5,20.2,0.0,0.0,11917.0,590.0,389.0,0.0,3921.0,No,2021,,,,
City of Alexandria,Alexandria,LA,6025,60025,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,82804.0,9.0,DR,DO,1.0,1.18,0.01,167.04,0.9,184.73,0.0,3623.0,566759.0,3068.0,3393.0,0.0,29119.0,No,2021,,,,
Door County,Sturgeon Bay,WI,5R06-053,5R06-50366,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,9.0,DR,DO,1.0,1.46,0.03,81.46,1.7,47.94,0.0,4124.0,135388.0,2824.0,1662.0,0.0,9316.0,No,2021,,,,
Harney County,Burns,OR,0R02-030,0R02-00374,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,9.0,MB,PT,1.0,0.0,0.0,65.46,1.1,58.27,0.0,0.0,219869.0,3773.0,3359.0,0.0,36719.0,No,2021,,,,
Churchill Area Regional Transit,Fallon,NV,9R04-002,9R04-91103,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,9.0,MB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,2021,,,,
Moore County,Carthage,NC,4R06-033,4R06-41064,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,9.0,MB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,2021,,,,
Key Opportunities,Hillsdale,MI,,5R03-55440,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,0.63,0.01,66.71,0.7,93.62,0.0,947.0,141549.0,1512.0,2122.0,0.0,49409.0,No,2021,,,,
Coffey County Transportation,Burlington,KS,7R02-059,7R02-70222,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,3.51,0.1,53.21,1.5,35.83,0.0,51522.0,526123.0,14683.0,9888.0,0.0,221965.0,No,2021,,,,
City of Stoughton,Stoughton,WI,5217,55308,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,401661.0,8.0,DR,PT,8.0,4.79,0.37,31.0,2.4,13.01,0.0,104521.0,284048.0,21828.0,9164.0,0.0,77019.0,No,2021,,,,
Dolores County Senior Services,Dove Creek,CO,8R01-048,8R01-80168,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,1.35,0.02,85.35,1.3,66.06,0.0,4192.0,204509.0,3096.0,2396.0,0.0,52574.0,No,2021,,,,
Troup County Transit,Lagrange,GA,4R03-048,4R03-41019,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,0.09,0.0,159.46,3.2,49.62,0.0,643.0,374083.0,7539.0,2346.0,0.0,26301.0,No,2021,,,,
"City of Fairfax, dba: CUE Bus",Fairfax,VA,3058,30058,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4586770.0,8.0,MB,DO,8.0,2.29,0.18,122.32,9.6,12.8,3.78,750000.0,4184280.0,326881.0,34209.0,1108127.0,439055.0,Yes,2021,,,,
Grundy County,Morris,IL,5R01-009,5R01-50253,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,2.72,0.06,52.35,1.2,43.73,0.0,26802.0,431706.0,9872.0,8247.0,0.0,147329.0,No,2021,,,,
Ionia Dial-A-Ride,Ionia,MI,5R03-040,5R03-50514,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,1.44,0.09,60.59,4.0,15.28,0.0,61573.0,653585.0,42778.0,10787.0,0.0,135005.0,No,2021,,,,
Sunflower Diversified Services,Great Bend,KS,7R02-094,7R02-70137,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,0.45,0.04,26.62,2.3,11.75,0.0,19430.0,504296.0,42915.0,18941.0,0.0,272143.0,No,2021,,,,
"Town of Clarkstown , dba: Mini Trans ",New City,NY,2085,20085,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,18351295.0,8.0,MB,DO,8.0,0.47,0.02,117.93,4.9,24.2,0.0,25438.0,1321595.0,54618.0,11207.0,0.0,204426.0,No,2021,,,,
Arenac County,Standish,MI,5R03-008,5R03-50225,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,DR,DO,8.0,1.47,0.04,39.49,1.1,36.37,0.0,16159.0,400493.0,11012.0,10142.0,0.0,175716.0,No,2021,,,,
Southwest Transportation Services,Bowman,ND,8R03-017,8R03-80268,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,3.63,0.07,64.9,1.3,50.82,0.0,27817.0,389050.0,7655.0,5995.0,0.0,85049.0,No,2021,,,,
Yates County,Penn Yan,NY,,2R02-21000,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,DO,8.0,1.0,0.03,83.98,2.7,31.05,0.0,19056.0,591747.0,19056.0,7046.0,0.0,178763.0,No,2021,,,,
Coweta County,Newnan,GA,4R03-115,4R03-41133,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,PT,8.0,1.39,0.06,35.6,1.6,22.57,0.0,25353.0,412992.0,18302.0,11600.0,0.0,169959.0,No,2021,,,,
Southwestern Pennsylvania Commission,Pittsburgh,PA,3078,30078,"MPO, COG or Other Planning Agency",Full Reporter,1733853.0,8.0,VP,PT,8.0,12.7,0.25,212.76,4.2,51.19,1.42,98095.0,395529.0,7727.0,1859.0,278038.0,76455.0,No,2021,,,,
Monroe Randolph Transit District,Sparta,IL,5R01-046,5R01-50339,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,5.17,0.06,63.32,0.8,81.65,0.0,34167.0,539202.0,6604.0,8516.0,0.0,149953.0,No,2021,,,,
Jefferson County Service Organization,Oskaloosa,KS,7R02-008,7R02-70103,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,1.86,0.04,43.19,1.0,41.78,0.0,6773.0,152216.0,3643.0,3524.0,0.0,70476.0,No,2021,,,,
Golden Spread Rural Frontier Coalition,Clayton,NM,6R03-009,6R03-60244,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,20.24,0.44,59.34,1.3,46.37,0.0,204897.0,469354.0,10123.0,7910.0,0.0,138821.0,No,2021,,,,
"Kosciusko County Commissioners, dba: Kosciusko Area Bus Service ",Warsaw,IN,5R02-016,5R02-50289,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,0.56,0.03,64.55,3.7,17.39,0.0,20644.0,641789.0,36909.0,9942.0,0.0,152335.0,No,2021,,,,
City of Clovis,Clovis,NM,6R03-004,6R03-60225,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,0.01,0.0,64.99,3.8,16.92,0.0,430.0,762667.0,45069.0,11735.0,0.0,128728.0,No,2021,,,,
Hoke County,Raeford,NC,4209,40209,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,310282.0,8.0,DR,DO,8.0,6.92,0.27,54.1,2.1,25.73,0.0,272244.0,1012094.0,39337.0,18709.0,0.0,369289.0,No,2021,,,,
City of North Platte,North Platte,NE,7R04-038,7R04-70153,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,2.32,0.13,71.64,3.9,18.31,0.0,105110.0,831364.0,45401.0,11605.0,0.0,133628.0,No,2021,,,,
St. Helena Council on Aging,Greensburg,LA,,6R02-66273,Area Agency on Aging,Rural Reporter,0.0,8.0,DR,DO,8.0,1.66,0.03,38.69,0.6,63.92,0.0,4648.0,178730.0,2796.0,4620.0,0.0,75127.0,No,2021,,,,
Clay County,Hayesville,NC,4R06-059,4R06-41160,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,1.2,0.02,52.45,0.8,66.0,0.0,11254.0,621422.0,9416.0,11847.0,0.0,207454.0,No,2021,,,,
City of Inglewood,Inglewood,CA,,90268,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,8.0,DR,DO,8.0,0.0,0.0,177.37,1.7,103.94,0.0,0.0,961894.0,9254.0,5423.0,0.0,45737.0,No,2021,,,,
Washington Parish Council on Aging,Bogalusa,LA,6R02-029,6R02-60168,Area Agency on Aging,Rural Reporter,0.0,8.0,DR,DO,8.0,0.0,0.0,102.2,1.0,105.68,0.0,0.0,509076.0,4817.0,4981.0,0.0,85940.0,No,2021,,,,
Mt Si Senior Center,North Bend,WA,0R03-006,0R03-00317,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,0.49,0.01,79.17,1.4,55.41,0.0,12834.0,1463419.0,26412.0,18485.0,0.0,231612.0,No,2021,,,,
"Fayette Community Commissioners, dba: Fayette County Public Transit ",Connersville,IN,5R02-004,5R02-50399,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,1.79,0.09,37.85,1.9,20.36,0.0,34552.0,392844.0,19294.0,10380.0,0.0,163499.0,No,2021,,,,
Class LTD,Columbus,KS,7R02-065,7R02-70226,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,1.16,0.11,69.21,6.7,10.33,0.0,16822.0,149294.0,14452.0,2157.0,0.0,58059.0,No,2021,,,,
City of Portage,Portage,WI,5R06-032,5R06-50470,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,PT,8.0,4.59,0.32,28.59,2.0,14.14,0.0,362261.0,1116754.0,78988.0,39058.0,0.0,371053.0,No,2021,,,,
"Cameron Council on Aging, Inc",Lake Charles,LA,6R02-008,6R02-60235,Area Agency on Aging,Rural Reporter,0.0,8.0,DR,DO,8.0,0.7,0.0,132.47,0.9,143.35,0.0,1447.0,296729.0,2070.0,2240.0,0.0,35887.0,No,2021,,,,
"Five County Child Development Program, Inc.",Prentiss,MS,4R05-004,4R05-41051,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,0.66,0.03,34.28,1.3,25.68,0.0,14074.0,550401.0,21434.0,16055.0,0.0,281931.0,No,2021,,,,
Ashland Public Transit,Ashland,OH,5R05-041,5R05-50382,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,1.96,0.07,67.59,2.6,26.16,0.0,60746.0,812144.0,31050.0,12016.0,0.0,172428.0,No,2021,,,,
Richland County ,Sidney,MT,8R02-013,8R02-80259,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,0.77,0.04,85.53,4.7,18.15,0.0,14080.0,332456.0,18317.0,3887.0,0.0,47468.0,No,2021,,,,
"Oneida-Vilas Transit Commission, dba: Northwoods Transit Connections",Rhinelander,WI,,5R06-55319,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,MB,DO,8.0,0.89,0.03,78.95,2.8,28.59,0.0,17657.0,570147.0,19945.0,7222.0,0.0,133524.0,No,2021,,,,
Levy County Board of County Commissioners,Bronson,FL,4R02-006,4R02-41184,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,1.75,0.04,84.48,2.0,42.45,0.0,34658.0,838766.0,19757.0,9928.0,0.0,242600.0,No,2021,,,,
Peter Pan Bus Lines,Springfield,MA,,11160,Private-For-Profit Corporation,Reduced Reporter,4181019.0,8.0,CB,DO,8.0,26.76,0.88,436.26,14.4,30.27,0.0,3817729.0,4318113.0,142677.0,9898.0,0.0,361485.0,No,2021,,,,
Catawba Indian Nation,Rock Hill,SC,4T01,44907,Tribe,Reduced Reporter,0.0,8.0,DR,DO,8.0,0.0,0.0,23.94,1.0,24.48,0.0,0.0,272566.0,11136.0,11386.0,0.0,263246.0,No,2021,,,,
"Glen-wood, Inc. ",Plentywood,MT,8R02-025,8R02-80254,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,0.19,0.01,66.66,4.0,16.57,0.0,4500.0,401645.0,24235.0,6025.0,0.0,76317.0,No,2021,,,,
"City of Seattle, dba: Seattle Center Monorail",Seattle,WA,0023,00023,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393.0,8.0,MG,PT,8.0,2.66,0.62,255.76,59.9,4.27,4.75,1775653.0,2849397.0,666872.0,11141.0,600185.0,113263.0,No,2021,,,,
"Solomon Valley Transportation, Inc.",Beloit,KS,7R02-032,7R02-70255,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,1.79,0.03,75.58,1.3,60.12,0.0,9091.0,304953.0,5072.0,4035.0,0.0,138956.0,No,2021,,,,
Greene County,Catskill,NY,2R02-029,2R02-20931,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,PT,8.0,1.07,0.01,136.32,1.3,104.57,0.0,7946.0,779336.0,7453.0,5717.0,0.0,124466.0,No,2021,,,,
"Salt River Pima-Maricopa Indian Community, dba: Salt River Transit",Scottsdale,AZ,9T23,99376,Tribe,Reduced Reporter,0.0,8.0,DR,DO,8.0,0.0,0.0,120.23,0.9,140.73,0.0,0.0,583593.0,4147.0,4854.0,0.0,52899.0,No,2021,,,,
Coshocton County Coordinated Transportation Agency,Coshocton,OH,,5R05-55469,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,0.54,0.01,85.88,1.7,49.95,0.0,7868.0,734298.0,14702.0,8550.0,0.0,283756.0,No,2021,,,,
City of Key West Department of Transportation,Key West,FL,4R02-009,4R02-41060,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,DO,8.0,1.08,0.07,78.91,5.3,14.86,0.0,260036.0,3569787.0,240161.0,45240.0,0.0,570015.0,No,2021,,,,
Oglala Sioux Tribe,Pine Ridge,SD,8T08,88122,Tribe,Reduced Reporter,0.0,8.0,MB,DO,8.0,2.34,0.01,149.64,0.6,245.46,0.0,9461.0,993880.0,4049.0,6642.0,0.0,229627.0,No,2021,,,,
Williston Council for the Aging ,Williston,ND,8R03-022,8R03-80160,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,1.95,0.06,43.9,1.5,30.07,0.0,30223.0,466674.0,15518.0,10631.0,0.0,71031.0,No,2021,,,,
Municipality of Patillas,Patillas,PR,,4R09-44976,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,DO,8.0,0.0,0.0,84.57,1.1,77.18,0.0,0.0,89140.0,1155.0,1054.0,0.0,23103.0,No,2021,,,,
Spartanburg Transit System,Spartanburg,SC,4101,40101,Independent Public Agency or Authority of Transit Service,Reduced Reporter,180786.0,8.0,MB,DO,8.0,0.49,0.12,52.13,13.3,3.9,0.0,138699.0,1111011.0,284517.0,21314.0,0.0,274706.0,No,2021,,,,
Broadway Bus Corporation,Bayonne,NJ,2220,20220,Private-For-Profit Corporation,Reduced Reporter,18351295.0,8.0,MB,DO,8.0,0.45,1.0,13.97,30.7,0.45,0.0,181656.0,181656.0,399454.0,13007.0,0.0,91037.0,No,2021,,,,
"Porter County Aging and Community Services, Inc.",Valparaiso,IN,5179,50179,Private-Non-Profit Corporation,Reduced Reporter,8608208.0,8.0,DR,DO,8.0,0.35,0.01,53.25,1.1,46.82,0.0,4847.0,644584.0,13767.0,12106.0,0.0,153504.0,No,2021,,,,
St. Clair County Commission,Ashville,AL,4R01-025,4R01-41076,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,2.62,0.1,98.63,3.6,27.52,0.0,64305.0,675395.0,24545.0,6848.0,0.0,141135.0,No,2021,,,,
Mariposa County Transit,Mariposa,CA,9R02-094,9R02-91082,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,15.75,0.23,138.17,2.0,69.44,0.0,77069.0,339749.0,4893.0,2459.0,0.0,70832.0,No,2021,,,,
Vermilion Council on Aging,Abbeville,LA,6R02-027,6R02-60211,Area Agency on Aging,Rural Reporter,0.0,8.0,DR,DO,8.0,1.73,0.02,43.81,0.6,78.02,0.0,4259.0,192096.0,2462.0,4385.0,0.0,36818.0,No,2021,,,,
Sonoma-Marin Area Rail Transit District,Petaluma,CA,,90299,Independent Public Agency or Authority of Transit Service,Full Reporter,308231.0,8.0,CR,DO,8.0,5.75,0.03,1867.49,9.2,202.15,7.89,706938.0,24833822.0,122849.0,13298.0,3148345.0,398291.0,No,2021,,,,
Fergus County Council on Aging,Lewistown,MT,8R02-007,8R02-80236,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,0.08,0.0,55.84,2.7,20.93,0.0,1414.0,353467.0,16885.0,6330.0,0.0,73547.0,No,2021,,,,
Woodford County,Eureka,IL,5R01-041,5R01-50329,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,5.05,0.12,44.31,1.0,42.38,0.0,48167.0,404365.0,9542.0,9126.0,0.0,263398.0,No,2021,,,,
"Huerfano/Las Animas Council of Governments, dba: South Central Council of Governments",Trinidad,CO,8R01-017,8R01-80227,"MPO, COG or Other Planning Agency",Rural Reporter,0.0,8.0,DR,DO,8.0,0.51,0.01,66.78,1.5,44.34,0.0,6243.0,540968.0,12200.0,8101.0,0.0,131132.0,No,2021,,,,
RTS Seneca ,Rochester,NY,2R02-016,2R02-20938,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,MB,DO,8.0,1.06,0.02,105.92,2.2,48.58,0.0,21184.0,971886.0,20004.0,9176.0,0.0,129978.0,No,2021,,,,
Phillips Transit Authority,Malta,MT,8R02-010,8R02-80224,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,DR,DO,8.0,0.6,0.06,79.57,7.4,10.69,0.0,12571.0,224716.0,21012.0,2824.0,0.0,40294.0,No,2021,,,,
Weston County Senior Services,Newcastle,WY,8R05-027,8R05-80288,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,0.24,0.03,29.62,3.2,9.27,0.0,2181.0,82757.0,8930.0,2794.0,0.0,50931.0,No,2021,,,,
"Community Concern , dba: North Fork Area Transit",Norfolk,NE,7R04-039,7R04-70156,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,8.0,2.38,0.15,43.92,2.7,16.2,0.0,97010.0,660759.0,40786.0,15043.0,0.0,135592.0,No,2021,,,,
"Community Services, Inc. ",Corsicana,TX,6R05-012,60260,Private-Non-Profit Corporation,Reduced Reporter,5121892.0,8.0,DR,DO,8.0,0.0,0.0,147.57,2.9,50.92,0.0,0.0,1319878.0,25920.0,8944.0,0.0,159163.0,No,2021,,,,
Blackstone Area Bus Service,Blackstone,VA,3R06-016,3R06-30184,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,DO,8.0,0.76,0.03,32.44,1.4,23.06,0.0,16511.0,503435.0,21834.0,15519.0,0.0,410305.0,No,2021,,,,
Duplin County,Kenansville,NC,4R06-014,4R06-40915,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,0.0,0.0,38.13,1.7,22.66,0.0,0.0,690814.0,30481.0,18115.0,0.0,497714.0,No,2021,,,,
Blount County Commission,Oneonta,AL,4R01-003,4R01-40907,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,8.0,1.65,0.11,37.57,2.4,15.64,0.0,34945.0,331893.0,21222.0,8834.0,0.0,107418.0,No,2021,,,,
Evangeline Council on Aging,Ville Platte,LA,6R02-012,6R02-60169,Area Agency on Aging,Rural Reporter,0.0,8.0,DR,DO,8.0,0.73,0.02,47.75,1.6,30.2,0.0,7619.0,316045.0,10466.0,6619.0,0.0,129415.0,No,2021,,,,
"City of Chippewa Falls, dba: Chippewa Falls Shared Ride Taxi",Chippewa Falls,WI,5133,50133,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,102852.0,8.0,DR,PT,8.0,2.81,0.25,33.74,3.0,11.22,0.0,139941.0,559545.0,49865.0,16585.0,0.0,169265.0,No,2021,,,,
Cherokee County,Murphy,NC,4R06-008,4R06-41069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,7.0,0.64,0.02,49.86,1.8,27.43,0.0,10499.0,447851.0,16330.0,8983.0,0.0,178527.0,No,2021,,,,
Jackson County,Sylva,NC,4R06-023,4R06-41167,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,DO,7.0,1.41,0.03,57.57,1.3,45.83,0.0,15181.0,494320.0,10787.0,8586.0,0.0,114878.0,No,2021,,,,
Clinton County,Plattsburgh,NY,2R02-018,2R02-20939,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,DO,7.0,1.78,0.05,64.35,1.8,36.16,0.0,61447.0,1250962.0,34593.0,19440.0,0.0,362033.0,No,2021,,,,
Teller Senior Coalition,Divide,CO,,8R01-88230,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,7.0,0.04,0.0,43.71,0.9,48.85,0.0,195.0,248489.0,5087.0,5685.0,0.0,97614.0,No,2021,,,,
"Winona, City of",Winona,MN,5R04-037,5R04-50349,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,8.0,MB,DO,7.0,2.07,0.2,43.53,4.2,10.36,0.0,142540.0,714164.0,68939.0,16406.0,0.0,151816.0,No,2021,,,,
Oswego County,Oswego,NY,2R02-035,2R02-20942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,PT,6.0,1.24,0.02,120.48,1.5,78.68,0.0,27421.0,1733756.0,22036.0,14391.0,0.0,314422.0,No,2021,,,,
Lake County Council on Aging,Ronan,MT,8R02-027,8R02-80184,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,DR,DO,6.0,1.76,0.03,46.36,0.8,61.6,0.0,2006.0,70228.0,1140.0,1515.0,0.0,32038.0,No,2021,,,,
"City of Baldwin Park, dba: Baldwin Park Transit",Baldwin Park,CA,,90251,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996.0,8.0,MB,PT,6.0,0.54,0.03,66.3,3.1,21.18,0.0,32994.0,1304518.0,61602.0,19675.0,0.0,213561.0,No,2021,,,,
"City of Longview, dba: City of Longview Transit",Longview,TX,6081,60081,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,98884.0,8.0,MB,DO,6.0,0.73,0.05,76.53,5.4,14.25,0.0,88185.0,1714367.0,120332.0,22400.0,0.0,345023.0,No,2021,,,,
"City of Suffolk, dba: Suffolk Transit",Suffolk,VA,,30198,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,1439666.0,8.0,MB,PT,6.0,0.0,0.0,70.89,5.7,12.39,0.0,5.0,1322969.0,106739.0,18663.0,0.0,353740.0,No,2021,,,,
Gloversville City Hall,Gloversville,NY,2R02-025,2R02-20981,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,DO,6.0,0.89,0.04,91.15,3.7,24.44,0.0,25777.0,706651.0,28913.0,7753.0,0.0,138731.0,No,2021,,,,
"City of Coolidge, dba: Cotton Express",Coolidge,AZ,9R01-005,9R01-91096,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,MB,DO,6.0,0.77,0.02,56.95,1.2,46.92,0.0,11769.0,717515.0,15293.0,12600.0,0.0,188061.0,No,2021,,,,
"Advance Transit, Inc. NH",White River Junction,VT,1R04-001,1R06-10137,Private-Non-Profit Corporation,Rural Reporter,0.0,8.0,MB,DO,6.0,0.0,0.0,128.3,7.1,17.94,0.0,0.0,1251658.0,69750.0,9756.0,0.0,155779.0,No,2021,,,,
City of Margate,Margate,FL,,40256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5502379.0,8.0,DR,DO,5.0,0.0,0.0,158.48,3.9,40.43,0.0,0.0,179877.0,4449.0,1135.0,0.0,13499.0,No,2021,,,,
"City of Loveland, Colorado, dba: City of Loveland Transit",Loveland,CO,8025,80025,"City, County or Local Government Unit or Department of Transportation",Full Reporter,264465.0,8.0,MB,DO,5.0,0.4,0.01,125.83,4.7,26.76,5.65,29031.0,1953452.0,72999.0,15524.0,346042.0,273319.0,No,2021,,,,
City of Canby,,OR,0R02-025,0R02-00330,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,8.0,DR,PT,5.0,0.01,0.0,126.95,1.8,71.09,0.0,90.0,553136.0,7781.0,4357.0,0.0,41417.0,No,2021,,,,
